Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears
22,Yes,Travel_Rarely,391,Research & Development,Life Sciences,1878,Male,1,Research Scientist,2,2472,26092,1,Yes,23,4,1,1
36,No,Travel_Rarely,1266,Sales,Technical Degree,1880,Female,2,Sales Executive,3,5673,6060,1,Yes,13,3,1,10
31,No,Travel_Rarely,311,Research & Development,Life Sciences,1881,Male,2,Laboratory Technician,3,4197,18624,1,No,11,3,1,10
34,No,Travel_Rarely,1480,Sales,Life Sciences,1882,Male,3,Sales Executive,4,9713,24444,2,Yes,13,3,4,9
29,No,Travel_Rarely,592,Research & Development,Life Sciences,1883,Male,1,Laboratory Technician,1,2062,19384,3,No,14,3,2,11
37,No,Travel_Rarely,783,Research & Development,Medical,1885,Male,2,Research Scientist,1,4284,13588,5,Yes,22,4,3,16
35,No,Travel_Rarely,219,Research & Development,Other,1886,Female,2,Manufacturing Director,2,4788,25388,0,Yes,11,3,4,4
45,No,Travel_Rarely,556,Research & Development,Life Sciences,1888,Female,2,Manufacturing Director,4,5906,23888,0,No,13,3,4,10
36,No,Travel_Frequently,1213,Human Resources,Human Resources,1890,Male,2,Human Resources,4,3886,4223,1,No,21,4,4,10
40,No,Travel_Rarely,1137,Research & Development,Life Sciences,1892,Male,4,Manager,1,16823,18991,2,No,11,3,1,22
26,No,Travel_Rarely,482,Research & Development,Life Sciences,1893,Female,1,Research Scientist,3,2933,14908,1,Yes,13,3,3,1
27,No,Travel_Rarely,511,Sales,Medical,1898,Female,2,Sales Executive,3,6500,26997,0,No,14,3,2,9
48,No,Travel_Frequently,117,Research & Development,Medical,1900,Female,4,Manager,4,17174,2437,3,No,11,3,2,24
44,No,Travel_Rarely,170,Research & Development,Life Sciences,1903,Male,2,Healthcare Representative,1,5033,9364,2,No,15,3,4,10
34,Yes,Non-Travel,967,Research & Development,Technical Degree,1905,Male,1,Research Scientist,1,2307,14460,1,Yes,23,4,2,5
56,Yes,Travel_Rarely,1162,Research & Development,Life Sciences,1907,Male,1,Laboratory Technician,4,2587,10261,1,No,16,3,4,5
36,No,Travel_Rarely,335,Sales,Marketing,1908,Male,2,Sales Executive,2,5507,16822,2,No,16,3,3,12
41,No,Travel_Rarely,337,Sales,Marketing,1909,Female,2,Sales Executive,2,4393,26841,5,No,21,4,3,14
42,No,Travel_Rarely,1396,Research & Development,Medical,1911,Male,3,Research Director,1,13348,14842,9,No,13,3,2,18
31,No,Travel_Rarely,1079,Sales,Medical,1912,Female,2,Sales Executive,4,6583,20115,2,Yes,11,3,4,8
34,No,Travel_Rarely,735,Sales,Medical,1915,Female,2,Sales Executive,4,8103,16495,3,Yes,12,3,3,9
31,No,Travel_Rarely,471,Research & Development,Medical,1916,Female,1,Laboratory Technician,3,3978,16031,8,No,12,3,2,4
26,No,Travel_Frequently,1096,Research & Development,Other,1918,Male,1,Laboratory Technician,4,2544,7102,0,No,18,3,1,8
45,No,Travel_Frequently,1297,Research & Development,Medical,1922,Male,2,Healthcare Representative,3,5399,14511,4,No,12,3,3,12
33,No,Travel_Rarely,217,Sales,Marketing,1924,Male,2,Sales Executive,3,5487,10410,1,No,14,3,2,10
28,No,Travel_Frequently,783,Sales,Life Sciences,1927,Male,2,Sales Executive,4,6834,19255,1,Yes,12,3,3,7
29,Yes,Travel_Frequently,746,Sales,Technical Degree,1928,Male,1,Sales Representative,1,1091,10642,1,No,17,3,4,1
39,No,Non-Travel,1251,Sales,Life Sciences,1929,Female,2,Sales Executive,3,5736,3987,6,No,19,3,3,10
27,No,Travel_Rarely,1354,Research & Development,Technical Degree,1931,Male,1,Research Scientist,2,2226,6073,1,No,11,3,3,6
34,No,Travel_Frequently,735,Research & Development,Other,1932,Male,2,Research Scientist,4,5747,26496,1,Yes,15,3,2,16
28,Yes,Travel_Rarely,1475,Sales,Marketing,1933,Female,2,Sales Executive,3,9854,23352,3,Yes,11,3,4,6
47,No,Non-Travel,1169,Research & Development,Technical Degree,1934,Male,2,Research Scientist,2,5467,2125,8,No,18,3,3,16
56,No,Travel_Rarely,1443,Sales,Marketing,1935,Female,2,Sales Executive,1,5380,20328,4,No,16,3,3,6
39,No,Travel_Rarely,867,Research & Development,Medical,1936,Male,2,Manufacturing Director,1,5151,12315,1,No,25,4,4,10
38,No,Travel_Frequently,1394,Research & Development,Medical,1937,Female,2,Research Scientist,2,2133,18115,1,Yes,16,3,3,20
58,No,Travel_Rarely,605,Sales,Life Sciences,1938,Female,4,Manager,4,17875,11761,4,Yes,13,3,3,29
32,Yes,Travel_Frequently,238,Research & Development,Life Sciences,1939,Female,1,Research Scientist,3,2432,15318,3,Yes,14,3,1,8
38,No,Travel_Rarely,1206,Research & Development,Life Sciences,1940,Male,1,Research Scientist,4,4771,14293,2,No,19,3,4,10
49,No,Travel_Frequently,1064,Research & Development,Life Sciences,1941,Male,5,Research Director,4,19161,13738,3,No,15,3,4,28
42,No,Travel_Rarely,419,Sales,Marketing,1943,Male,2,Sales Executive,4,5087,2900,3,Yes,12,3,3,14
27,Yes,Travel_Frequently,1337,Human Resources,Human Resources,1944,Female,1,Human Resources,2,2863,19555,1,No,12,3,1,1
35,No,Travel_Rarely,682,Sales,Medical,1945,Male,2,Sales Executive,1,5561,15975,0,No,16,3,4,6
28,No,Non-Travel,1103,Research & Development,Medical,1947,Male,1,Research Scientist,3,2144,2122,1,No,14,3,3,5
31,No,Non-Travel,976,Research & Development,Medical,1948,Male,1,Research Scientist,1,3065,3995,1,Yes,13,3,4,4
36,No,Non-Travel,1351,Research & Development,Life Sciences,1949,Male,1,Laboratory Technician,2,2810,9238,1,No,22,4,2,5
34,No,Travel_Rarely,937,Sales,Marketing,1950,Male,3,Sales Executive,4,9888,6770,1,No,21,4,1,14
34,No,Travel_Rarely,1239,Sales,Medical,1951,Male,3,Sales Executive,3,8628,22914,1,No,18,3,3,9
26,No,Travel_Rarely,157,Research & Development,Medical,1952,Male,1,Laboratory Technician,1,2867,20006,0,No,13,3,4,8
29,No,Travel_Rarely,136,Research & Development,Life Sciences,1954,Male,2,Healthcare Representative,1,5373,6225,0,No,12,3,1,6
32,No,Non-Travel,1146,Research & Development,Medical,1955,Female,2,Healthcare Representative,4,6667,16542,5,No,18,3,2,9
31,No,Travel_Frequently,1125,Research & Development,Life Sciences,1956,Male,2,Research Scientist,1,5003,5771,1,No,21,4,2,10
28,Yes,Travel_Rarely,1404,Research & Development,Technical Degree,1960,Male,1,Laboratory Technician,4,2367,18779,5,No,12,3,1,6
38,No,Travel_Rarely,1404,Sales,Life Sciences,1961,Male,1,Sales Representative,1,2858,11473,4,No,14,3,1,20
35,No,Travel_Rarely,1224,Sales,Life Sciences,1962,Female,2,Sales Executive,4,5204,13586,1,Yes,11,3,4,10
27,No,Travel_Rarely,954,Sales,Marketing,1965,Male,2,Sales Executive,4,4105,5099,1,No,14,3,1,7
32,No,Travel_Rarely,1373,Research & Development,Life Sciences,1966,Male,2,Manufacturing Director,4,9679,10138,8,No,24,4,2,8
31,Yes,Travel_Frequently,754,Sales,Marketing,1967,Male,2,Sales Executive,4,5617,21075,1,Yes,11,3,3,10
53,Yes,Travel_Rarely,1168,Sales,Life Sciences,1968,Male,3,Sales Executive,1,10448,5843,6,Yes,13,3,2,15
54,No,Travel_Rarely,155,Research & Development,Life Sciences,1969,Female,2,Research Scientist,3,2897,22474,3,No,11,3,3,9
33,No,Travel_Frequently,1303,Research & Development,Life Sciences,1970,Male,2,Healthcare Representative,3,5968,18079,1,No,20,4,3,9
43,No,Travel_Rarely,574,Research & Development,Life Sciences,1971,Male,3,Healthcare Representative,3,7510,16873,1,No,17,3,2,10
38,No,Travel_Frequently,1444,Human Resources,Other,1972,Male,1,Human Resources,2,2991,5224,0,Yes,11,3,2,7
55,No,Travel_Rarely,189,Human Resources,Human Resources,1973,Male,5,Manager,2,19636,25811,4,Yes,18,3,1,35
31,No,Travel_Rarely,1276,Research & Development,Medical,1974,Female,1,Laboratory Technician,4,1129,17536,1,Yes,11,3,3,1
39,No,Travel_Rarely,119,Sales,Marketing,1975,Male,4,Sales Executive,1,13341,25098,0,No,12,3,1,21
42,No,Non-Travel,335,Research & Development,Life Sciences,1976,Male,2,Research Scientist,3,4332,14811,1,No,12,3,4,20
31,No,Non-Travel,697,Research & Development,Medical,1979,Female,3,Research Director,3,11031,26862,4,No,20,4,3,13
54,No,Travel_Rarely,157,Research & Development,Medical,1980,Female,2,Manufacturing Director,1,4440,25198,6,Yes,19,3,4,9
24,No,Travel_Rarely,771,Research & Development,Life Sciences,1981,Male,2,Healthcare Representative,3,4617,14120,1,No,12,3,2,4
23,No,Travel_Rarely,571,Research & Development,Other,1982,Male,1,Laboratory Technician,4,2647,13672,1,No,13,3,3,5
40,No,Travel_Frequently,692,Research & Development,Technical Degree,1985,Female,2,Laboratory Technician,3,6323,26849,1,No,11,3,1,10
40,No,Travel_Rarely,444,Sales,Marketing,1986,Female,2,Sales Executive,2,5677,4258,3,No,14,3,3,15
25,No,Travel_Rarely,309,Human Resources,Human Resources,1987,Female,1,Human Resources,2,2187,19655,4,No,14,3,3,6
30,No,Travel_Rarely,911,Research & Development,Medical,1989,Male,1,Laboratory Technician,2,3748,4077,1,No,13,3,3,12
25,No,Travel_Rarely,977,Research & Development,Other,1992,Male,1,Laboratory Technician,3,3977,7298,6,Yes,19,3,3,7
47,No,Travel_Rarely,1180,Research & Development,Medical,1993,Male,3,Healthcare Representative,3,8633,13084,2,No,23,4,2,25
33,No,Non-Travel,1313,Research & Development,Medical,1994,Male,1,Laboratory Technician,3,2008,20439,1,No,12,3,3,1
38,No,Travel_Rarely,1321,Sales,Life Sciences,1995,Male,2,Sales Executive,2,4440,7636,0,No,15,3,1,16
31,No,Travel_Rarely,1154,Sales,Life Sciences,1996,Male,1,Sales Representative,3,3067,6393,0,No,19,3,3,3
38,No,Travel_Frequently,508,Research & Development,Life Sciences,1997,Male,2,Manufacturing Director,3,5321,14284,2,No,11,3,4,10
42,No,Travel_Rarely,557,Research & Development,Life Sciences,1998,Male,2,Research Scientist,1,5410,11189,6,Yes,17,3,3,9
41,No,Travel_Rarely,642,Research & Development,Life Sciences,1999,Male,1,Research Scientist,4,2782,21412,3,No,22,4,1,12
47,No,Non-Travel,1162,Research & Development,Medical,2000,Female,3,Research Director,2,11957,17231,0,No,18,3,1,14
35,No,Travel_Rarely,1490,Research & Development,Medical,2003,Male,1,Laboratory Technician,3,2660,20232,7,Yes,11,3,3,5
22,No,Travel_Rarely,581,Research & Development,Life Sciences,2007,Male,1,Research Scientist,3,3375,17624,0,No,12,3,4,4
35,No,Travel_Rarely,1395,Research & Development,Medical,2008,Male,2,Research Scientist,3,5098,18698,1,No,19,3,2,10
33,No,Travel_Rarely,501,Research & Development,Medical,2009,Female,2,Healthcare Representative,4,4878,21653,0,Yes,13,3,1,10
32,No,Travel_Rarely,267,Research & Development,Life Sciences,2010,Female,1,Laboratory Technician,2,2837,15919,1,No,13,3,3,6
40,No,Travel_Rarely,543,Research & Development,Life Sciences,2012,Male,1,Laboratory Technician,4,2406,4060,8,No,19,3,3,8
32,No,Travel_Rarely,234,Sales,Medical,2013,Male,1,Sales Representative,2,2269,18024,0,No,14,3,2,3
39,No,Travel_Rarely,116,Research & Development,Life Sciences,2014,Male,2,Research Scientist,4,4108,5340,7,No,13,3,1,18
38,No,Travel_Rarely,201,Research & Development,Medical,2015,Female,3,Research Director,3,13206,3376,3,No,12,3,1,20
32,No,Travel_Rarely,801,Sales,Marketing,2016,Female,3,Sales Executive,4,10422,24032,1,No,19,3,3,14
37,No,Travel_Rarely,161,Research & Development,Life Sciences,2017,Female,3,Research Director,4,13744,15471,1,Yes,25,4,1,16
25,No,Travel_Rarely,1382,Sales,Other,2018,Female,2,Sales Executive,3,4907,13684,0,Yes,22,4,2,6
52,No,Non-Travel,585,Sales,Life Sciences,2019,Male,1,Sales Representative,4,3482,19788,2,No,15,3,2,16
44,No,Travel_Rarely,1037,Research & Development,Medical,2020,Male,1,Research Scientist,4,2436,13422,6,Yes,12,3,3,6
21,No,Travel_Rarely,501,Sales,Medical,2021,Male,1,Sales Representative,1,2380,25479,1,Yes,11,3,4,2
39,No,Non-Travel,105,Research & Development,Life Sciences,2022,Male,5,Manager,4,19431,15302,2,No,13,3,3,21
23,Yes,Travel_Frequently,638,Sales,Marketing,2023,Male,1,Sales Representative,1,1790,26956,1,No,19,3,1,1
36,No,Travel_Rarely,557,Sales,Medical,2024,Female,3,Sales Executive,4,7644,12695,0,No,19,3,3,10
36,No,Travel_Frequently,688,Research & Development,Life Sciences,2025,Female,2,Manufacturing Director,2,5131,9192,7,No,13,3,2,18
56,No,Non-Travel,667,Research & Development,Life Sciences,2026,Male,2,Healthcare Representative,3,6306,26236,1,No,21,4,1,13
29,Yes,Travel_Rarely,1092,Research & Development,Medical,2027,Male,1,Research Scientist,4,4787,26124,9,Yes,14,3,2,4
42,No,Travel_Rarely,300,Research & Development,Life Sciences,2031,Male,5,Manager,3,18880,17312,5,No,11,3,1,24
56,Yes,Travel_Rarely,310,Research & Development,Technical Degree,2032,Male,1,Laboratory Technician,3,2339,3666,8,No,11,3,4,14
41,No,Travel_Rarely,582,Research & Development,Life Sciences,2034,Female,4,Manufacturing Director,2,13570,5640,0,No,23,4,3,21
34,No,Travel_Rarely,704,Sales,Marketing,2035,Female,2,Sales Executive,3,6712,8978,1,No,21,4,4,8
36,No,Non-Travel,301,Sales,Marketing,2036,Male,2,Sales Executive,4,5406,10436,1,No,24,4,1,15
41,No,Travel_Rarely,930,Sales,Life Sciences,2037,Male,2,Sales Executive,2,8938,12227,2,No,11,3,3,14
32,No,Travel_Rarely,529,Research & Development,Technical Degree,2038,Male,1,Research Scientist,1,2439,11288,1,No,14,3,4,4
35,No,Travel_Rarely,1146,Human Resources,Life Sciences,2040,Female,3,Human Resources,4,8837,16642,1,Yes,16,3,3,9
38,No,Travel_Rarely,345,Sales,Life Sciences,2041,Female,2,Sales Executive,4,5343,5982,1,No,11,3,3,10
50,Yes,Travel_Frequently,878,Sales,Life Sciences,2044,Male,2,Sales Executive,3,6728,14255,7,No,12,3,4,12
36,No,Travel_Rarely,1120,Sales,Marketing,2045,Female,2,Sales Executive,4,6652,14369,4,No,13,3,1,8
45,No,Travel_Rarely,374,Sales,Life Sciences,2046,Female,2,Sales Executive,3,4850,23333,8,No,15,3,3,8
40,No,Travel_Rarely,1322,Research & Development,Life Sciences,2048,Male,1,Research Scientist,3,2809,2725,2,No,14,3,4,8
35,No,Travel_Frequently,1199,Research & Development,Life Sciences,2049,Male,2,Healthcare Representative,3,5689,24594,1,Yes,14,3,4,10
40,No,Travel_Rarely,1194,Research & Development,Medical,2051,Female,1,Research Scientist,3,2001,12549,2,No,14,3,2,20
35,No,Travel_Rarely,287,Research & Development,Life Sciences,2052,Female,1,Research Scientist,4,2977,8952,1,No,12,3,4,4
29,No,Travel_Rarely,1378,Research & Development,Other,2053,Male,2,Laboratory Technician,2,4025,23679,4,Yes,13,3,1,10
29,No,Travel_Rarely,468,Research & Development,Medical,2054,Female,1,Research Scientist,1,3785,8489,1,No,14,3,2,5
50,Yes,Travel_Rarely,410,Sales,Marketing,2055,Male,3,Sales Executive,1,10854,16586,4,Yes,13,3,2,20
39,No,Travel_Rarely,722,Sales,Marketing,2056,Female,4,Sales Executive,4,12031,8828,0,No,11,3,1,21
31,No,Non-Travel,325,Research & Development,Medical,2057,Male,2,Manufacturing Director,1,9936,3787,0,No,19,3,2,10
26,No,Travel_Rarely,1167,Sales,Other,2060,Female,1,Sales Representative,3,2966,21378,0,No,18,3,4,5
36,No,Travel_Frequently,884,Research & Development,Medical,2061,Male,2,Laboratory Technician,4,2571,12290,4,No,17,3,3,17
39,No,Travel_Rarely,613,Research & Development,Medical,2062,Male,3,Healthcare Representative,1,9991,21457,4,No,15,3,1,9
27,No,Travel_Rarely,155,Research & Development,Life Sciences,2064,Male,2,Manufacturing Director,2,6142,5174,1,Yes,20,4,2,6
49,No,Travel_Frequently,1023,Sales,Medical,2065,Male,2,Sales Executive,2,5390,13243,2,No,14,3,4,17
34,No,Travel_Rarely,628,Research & Development,Medical,2068,Male,2,Laboratory Technician,3,4404,10228,2,No,12,3,1,6
